date,region,channel,customers,orders,revenue,marketing_spend
2026-07-21,East,Search,587,41,3175.7,394.71
2026-07-21,East,Social,674,18,1636.08,360.04
2026-07-21,East,Email,344,23,1992.5,105.46
2026-07-21,East,Affiliate,416,27,2417.91,220.93
2026-07-21,South,Search,504,32,2865.54,386.19
2026-07-21,South,Social,587,19,1583.23,349.1
2026-07-21,South,Email,336,36,3441.14,111.63
2026-07-21,South,Affiliate,424,26,2263.12,210.31
2026-07-21,North,Search,514,24,1945.44,405.29
2026-07-21,North,Social,551,31,3094.06,324.29
2026-07-21,North,Email,298,26,2181.38,112.3
2026-07-21,North,Affiliate,307,18,1695.44,220.85
2026-07-21,West,Search,422,30,2443.98,417.52
2026-07-21,West,Social,523,18,1757.26,342.59
2026-07-21,West,Email,256,24,2261.58,111.73
2026-07-21,West,Affiliate,297,11,947.68,213.36
2026-07-22,East,Search,599,29,2573.91,385.83
2026-07-22,East,Social,719,29,2339.23,356.46
2026-07-22,East,Email,336,27,2942.49,103.65
2026-07-22,East,Affiliate,432,34,2985.49,201.29
2026-07-22,South,Search,600,42,3676.48,393.98
2026-07-22,South,Social,678,24,2406.56,349.65
2026-07-22,South,Email,342,34,3699.37,104.65
2026-07-22,South,Affiliate,395,22,2066.87,217.55
2026-07-22,North,Search,496,34,3043.58,400.98
2026-07-22,North,Social,567,23,2125.78,344.39
2026-07-22,North,Email,279,27,2005.92,109.64
2026-07-22,North,Affiliate,376,29,2609.15,200.48
2026-07-22,West,Search,485,26,2066.47,418.04
2026-07-22,West,Social,546,14,1405.67,325.45
2026-07-22,West,Email,261,22,1898.37,113.33
2026-07-22,West,Affiliate,334,19,1750.22,205.83
2026-07-23,East,Search,605,33,3052.83,413.62
2026-07-23,East,Social,694,28,2584.95,361.1
2026-07-23,East,Email,340,34,3435.57,104.13
2026-07-23,East,Affiliate,387,21,1995.39,209.47
2026-07-23,South,Search,517,29,2305.47,386.75
2026-07-23,South,Social,594,21,1928.38,340.47
2026-07-23,South,Email,289,30,2950.34,112.64
2026-07-23,South,Affiliate,387,31,2827.39,208.82
2026-07-23,North,Search,519,21,1809.56,387.48
2026-07-23,North,Social,556,22,2143.25,352.48
2026-07-23,North,Email,256,27,2486.97,107.39
2026-07-23,North,Affiliate,374,21,1821.75,202.66
2026-07-23,West,Search,435,15,1154.77,397.72
2026-07-23,West,Social,519,23,2093.0,329.95
2026-07-23,West,Email,266,36,2968.53,115.31
2026-07-23,West,Affiliate,296,30,2662.74,212.44
2026-07-24,East,Search,629,36,3195.15,414.86
2026-07-24,East,Social,671,19,2043.76,333.44
2026-07-24,East,Email,314,29,2701.69,109.14
2026-07-24,East,Affiliate,407,22,2001.3,212.87
2026-07-24,South,Search,538,29,2527.86,399.47
2026-07-24,South,Social,694,35,2499.35,329.91
2026-07-24,South,Email,333,27,2282.87,111.75
2026-07-24,South,Affiliate,384,28,2448.82,200.6
2026-07-24,North,Search,518,32,2502.2,405.59
2026-07-24,North,Social,578,22,1789.77,324.2
2026-07-24,North,Email,293,17,1483.12,103.87
2026-07-24,North,Affiliate,338,37,3281.85,199.62
2026-07-24,West,Search,455,31,2574.2,374.37
2026-07-24,West,Social,550,15,1437.39,324.65
2026-07-24,West,Email,257,26,2301.88,110.73
2026-07-24,West,Affiliate,335,15,1510.66,209.86
2026-07-25,East,Search,623,30,2539.42,390.24
2026-07-25,East,Social,657,30,2482.74,325.07
2026-07-25,East,Email,372,32,3053.74,106.58
2026-07-25,East,Affiliate,450,33,3182.46,199.04
2026-07-25,South,Search,531,26,1998.78,383.04
2026-07-25,South,Social,639,34,3532.56,352.0
2026-07-25,South,Email,309,19,1923.33,112.84
2026-07-25,South,Affiliate,407,30,2838.04,210.42
2026-07-25,North,Search,526,32,2891.55,412.93
2026-07-25,North,Social,568,21,1768.31,319.86
2026-07-25,North,Email,308,29,2643.71,108.46
2026-07-25,North,Affiliate,322,19,1678.39,204.57
2026-07-25,West,Search,445,24,2136.18,410.39
2026-07-25,West,Social,496,15,1452.94,356.78
2026-07-25,West,Email,210,25,2546.19,105.55
2026-07-25,West,Affiliate,309,18,1698.98,202.66
2026-07-26,East,Search,579,28,2549.32,381.82
2026-07-26,East,Social,684,22,2029.78,336.5
2026-07-26,East,Email,332,39,3880.11,110.91
2026-07-26,East,Affiliate,469,30,2924.49,217.83
2026-07-26,South,Search,556,25,2457.54,373.13
2026-07-26,South,Social,587,25,2389.37,357.7
2026-07-26,South,Email,287,22,2032.92,113.5
2026-07-26,South,Affiliate,369,26,2209.09,207.77
2026-07-26,North,Search,508,22,1878.8,390.34
2026-07-26,North,Social,544,25,2142.43,336.84
2026-07-26,North,Email,273,28,2362.7,107.71
2026-07-26,North,Affiliate,360,29,2512.8,209.82
2026-07-26,West,Search,455,32,2086.71,393.16
2026-07-26,West,Social,528,20,1753.21,352.05
2026-07-26,West,Email,283,31,2418.54,105.6
2026-07-26,West,Affiliate,331,20,2045.34,207.86
2026-07-27,East,Search,598,37,3617.0,372.96
2026-07-27,East,Social,683,27,2112.78,335.72
2026-07-27,East,Email,344,34,2721.73,113.5
2026-07-27,East,Affiliate,404,27,2667.63,211.51
2026-07-27,South,Search,509,30,2612.26,409.82
2026-07-27,South,Social,592,22,1894.23,352.3
2026-07-27,South,Email,306,22,2183.69,106.53
2026-07-27,South,Affiliate,403,22,2198.37,215.76
2026-07-27,North,Search,533,34,2570.09,406.93
2026-07-27,North,Social,588,20,1710.12,347.16
2026-07-27,North,Email,264,25,2198.18,110.76
2026-07-27,North,Affiliate,363,26,2432.89,214.56
2026-07-27,West,Search,428,24,1978.62,377.92
2026-07-27,West,Social,502,17,1119.9,326.9
2026-07-27,West,Email,241,28,2630.54,107.07
2026-07-27,West,Affiliate,337,30,2755.62,213.71
2026-07-28,East,Search,620,38,3747.14,382.61
2026-07-28,East,Social,686,29,2681.3,322.83
2026-07-28,East,Email,328,31,2823.42,102.73
2026-07-28,East,Affiliate,426,30,2757.02,200.68
2026-07-28,South,Search,509,27,2141.19,372.79
2026-07-28,South,Social,580,23,2180.47,337.26
2026-07-28,South,Email,291,24,2210.05,104.52
2026-07-28,South,Affiliate,381,21,1914.08,194.78
2026-07-28,North,Search,471,27,2408.74,405.12
2026-07-28,North,Social,589,17,1527.36,333.54
2026-07-28,North,Email,280,26,2483.6,111.61
2026-07-28,North,Affiliate,348,20,1931.79,200.03
2026-07-28,West,Search,459,31,3066.62,413.24
2026-07-28,West,Social,517,15,1234.79,353.81
2026-07-28,West,Email,240,26,2080.55,108.05
2026-07-28,West,Affiliate,309,22,2129.37,206.22
2026-07-29,East,Search,597,33,3362.09,376.14
2026-07-29,East,Social,683,23,1615.03,352.08
2026-07-29,East,Email,317,30,2385.56,110.05
2026-07-29,East,Affiliate,442,37,3164.99,200.62
2026-07-29,South,Search,524,39,2969.26,385.36
2026-07-29,South,Social,611,31,2703.27,334.93
2026-07-29,South,Email,314,41,3775.51,108.56
2026-07-29,South,Affiliate,415,21,2078.32,194.84
2026-07-29,North,Search,500,26,2254.33,379.64
2026-07-29,North,Social,599,17,1534.35,322.55
2026-07-29,North,Email,289,24,1988.14,105.26
2026-07-29,North,Affiliate,388,16,1520.51,202.79
2026-07-29,West,Search,444,19,1688.85,374.6
2026-07-29,West,Social,506,23,2134.84,334.78
2026-07-29,West,Email,232,11,832.73,106.35
2026-07-29,West,Affiliate,315,18,1545.64,195.55
2026-07-30,East,Search,620,26,2744.17,389.16
2026-07-30,East,Social,652,26,2375.62,352.69
2026-07-30,East,Email,373,29,2565.84,104.97
2026-07-30,East,Affiliate,439,25,2434.11,207.59
2026-07-30,South,Search,525,29,2462.82,410.63
2026-07-30,South,Social,622,27,2115.48,333.18
2026-07-30,South,Email,276,23,2089.04,102.75
2026-07-30,South,Affiliate,362,17,1664.25,194.54
2026-07-30,North,Search,494,31,2722.34,381.22
2026-07-30,North,Social,508,18,1180.85,353.46
2026-07-30,North,Email,239,19,1615.33,109.13
2026-07-30,North,Affiliate,350,34,2976.5,216.36
2026-07-30,West,Search,461,28,2483.53,393.95
2026-07-30,West,Social,534,20,1505.31,345.16
2026-07-30,West,Email,254,25,2219.0,101.83
2026-07-30,West,Affiliate,323,30,2544.51,211.04
2026-07-31,East,Search,599,32,3074.72,400.3
2026-07-31,East,Social,658,34,3083.68,317.99
2026-07-31,East,Email,341,26,2590.83,107.23
2026-07-31,East,Affiliate,445,38,2741.49,208.81
2026-07-31,South,Search,569,33,3219.27,408.54
2026-07-31,South,Social,583,23,2137.88,318.72
2026-07-31,South,Email,285,30,2637.19,101.83
2026-07-31,South,Affiliate,362,23,1969.55,205.22
2026-07-31,North,Search,488,27,2261.65,381.61
2026-07-31,North,Social,583,25,2337.64,348.85
2026-07-31,North,Email,279,21,2111.1,108.83
2026-07-31,North,Affiliate,338,26,2373.5,205.71
2026-07-31,West,Search,497,31,2958.5,378.52
2026-07-31,West,Social,497,12,1026.52,316.94
2026-07-31,West,Email,237,17,1396.38,101.57
2026-07-31,West,Affiliate,296,27,2425.07,194.69
2026-08-01,East,Search,702,38,3248.9,399.66
2026-08-01,East,Social,816,38,3208.88,341.62
2026-08-01,East,Email,424,38,3588.54,106.2
2026-08-01,East,Affiliate,495,39,4039.18,199.81
2026-08-01,South,Search,664,38,3477.37,402.78
2026-08-01,South,Social,767,17,1631.14,342.59
2026-08-01,South,Email,378,37,4322.3,102.33
2026-08-01,South,Affiliate,429,31,2966.97,203.46
2026-08-01,North,Search,547,36,3217.3,387.53
2026-08-01,North,Social,683,30,3436.63,338.8
2026-08-01,North,Email,317,25,1981.67,102.91
2026-08-01,North,Affiliate,396,32,3423.39,196.12
2026-08-01,West,Search,528,29,2547.04,369.51
2026-08-01,West,Social,551,22,1857.37,350.89
2026-08-01,West,Email,303,38,3303.52,104.23
2026-08-01,West,Affiliate,366,26,2082.88,213.25
2026-08-02,East,Search,607,29,2650.74,404.11
2026-08-02,East,Social,696,23,2347.24,323.24
2026-08-02,East,Email,333,42,3757.11,104.7
2026-08-02,East,Affiliate,417,30,2953.29,213.8
2026-08-02,South,Search,532,36,3547.64,396.59
2026-08-02,South,Social,597,27,2621.56,338.86
2026-08-02,South,Email,299,25,2634.25,106.85
2026-08-02,South,Affiliate,355,20,1890.28,210.15
2026-08-02,North,Search,513,32,3218.62,392.42
2026-08-02,North,Social,515,19,1808.65,319.42
2026-08-02,North,Email,251,22,2130.27,107.68
2026-08-02,North,Affiliate,348,25,2366.14,193.08
2026-08-02,West,Search,447,19,1745.86,385.5
2026-08-02,West,Social,490,12,1041.73,324.79
2026-08-02,West,Email,208,15,1329.77,102.06
2026-08-02,West,Affiliate,297,13,1020.15,212.27
2026-08-03,East,Search,585,42,3279.45,387.2
2026-08-03,East,Social,696,30,2545.22,347.71
2026-08-03,East,Email,361,30,2904.9,106.99
2026-08-03,East,Affiliate,447,35,3035.21,198.25
2026-08-03,South,Search,559,28,2694.35,367.53
2026-08-03,South,Social,541,25,2132.02,334.38
2026-08-03,South,Email,312,30,2668.74,111.55
2026-08-03,South,Affiliate,366,35,3453.64,207.71
2026-08-03,North,Search,546,53,4819.2,388.03
2026-08-03,North,Social,575,26,2324.18,332.81
2026-08-03,North,Email,281,25,2374.95,100.28
2026-08-03,North,Affiliate,344,28,3056.66,203.94
2026-08-03,West,Search,433,23,2062.51,399.08
2026-08-03,West,Social,512,19,1702.84,346.99
2026-08-03,West,Email,247,24,2219.46,101.47
2026-08-03,West,Affiliate,298,19,1812.46,208.75
2026-08-04,East,Search,619,28,2640.84,411.1
2026-08-04,East,Social,696,27,2679.4,335.63
2026-08-04,East,Email,340,35,3213.48,105.07
2026-08-04,East,Affiliate,387,29,2786.94,210.64
2026-08-04,South,Search,505,33,2681.12,364.79
2026-08-04,South,Social,607,19,1783.82,347.33
2026-08-04,South,Email,267,22,1956.35,104.8
2026-08-04,South,Affiliate,374,30,3116.26,205.5
2026-08-04,North,Search,510,25,1905.21,408.78
2026-08-04,North,Social,566,23,1941.18,340.24
2026-08-04,North,Email,304,27,2664.87,104.73
2026-08-04,North,Affiliate,365,25,2381.44,207.59
2026-08-04,West,Search,439,28,2110.53,373.01
2026-08-04,West,Social,487,26,2369.7,318.66
2026-08-04,West,Email,265,29,2472.26,108.53
2026-08-04,West,Affiliate,321,18,1489.36,194.0
2026-08-05,East,Search,582,35,3177.1,376.34
2026-08-05,East,Social,691,19,1983.02,324.54
2026-08-05,East,Email,305,21,2061.43,107.0
2026-08-05,East,Affiliate,439,28,2791.71,199.09
2026-08-05,South,Search,492,34,3196.19,375.96
2026-08-05,South,Social,626,20,1991.26,319.89
2026-08-05,South,Email,278,26,2468.35,104.72
2026-08-05,South,Affiliate,406,22,1876.24,199.01
2026-08-05,North,Search,470,35,3004.38,389.11
2026-08-05,North,Social,549,20,1732.97,350.68
2026-08-05,North,Email,265,23,2078.2,110.49
2026-08-05,North,Affiliate,330,19,1684.9,195.18
2026-08-05,West,Search,473,25,2168.01,371.17
2026-08-05,West,Social,514,12,1118.96,324.75
2026-08-05,West,Email,223,23,2144.71,101.27
2026-08-05,West,Affiliate,313,22,1844.2,199.11
2026-08-06,East,Search,592,32,2758.16,407.38
2026-08-06,East,Social,672,24,2247.33,350.93
2026-08-06,East,Email,337,27,2479.34,107.49
2026-08-06,East,Affiliate,413,27,2575.55,206.39
2026-08-06,South,Search,525,26,2385.73,366.36
2026-08-06,South,Social,605,24,1915.04,350.18
2026-08-06,South,Email,310,31,2723.93,110.78
2026-08-06,South,Affiliate,409,31,2913.0,204.04
2026-08-06,North,Search,503,24,1934.65,384.87
2026-08-06,North,Social,561,27,2639.76,328.14
2026-08-06,North,Email,271,23,1980.02,107.19
2026-08-06,North,Affiliate,324,22,1941.05,206.41
2026-08-06,West,Search,435,27,2520.45,392.02
2026-08-06,West,Social,511,19,1664.15,347.8
2026-08-06,West,Email,267,29,2198.43,108.39
2026-08-06,West,Affiliate,318,25,2162.56,212.44
2026-08-07,East,Search,575,36,3334.91,389.04
2026-08-07,East,Social,651,22,2053.38,333.16
2026-08-07,East,Email,331,39,4035.5,105.72
2026-08-07,East,Affiliate,434,36,3570.37,195.35
2026-08-07,South,Search,542,25,2250.62,380.36
2026-08-07,South,Social,621,24,2057.33,338.5
2026-08-07,South,Email,297,23,2258.25,110.37
2026-08-07,South,Affiliate,382,25,2287.75,207.96
2026-08-07,North,Search,520,41,3547.86,373.28
2026-08-07,North,Social,494,13,1206.49,310.58
2026-08-07,North,Email,268,25,2325.61,105.72
2026-08-07,North,Affiliate,367,21,1900.72,192.86
2026-08-07,West,Search,448,28,2116.18,389.89
2026-08-07,West,Social,467,11,890.03,339.76
2026-08-07,West,Email,267,24,2263.63,103.33
2026-08-07,West,Affiliate,336,20,1866.12,195.76
2026-08-08,East,Search,551,38,3800.64,391.03
2026-08-08,East,Social,674,19,1816.18,339.25
2026-08-08,East,Email,312,31,2885.52,100.01
2026-08-08,East,Affiliate,403,26,2661.53,202.89
2026-08-08,South,Search,522,41,3325.14,389.88
2026-08-08,South,Social,640,19,2079.4,340.97
2026-08-08,South,Email,266,28,2380.96,110.53
2026-08-08,South,Affiliate,353,28,2192.31,199.2
2026-08-08,North,Search,470,24,2236.65,382.09
2026-08-08,North,Social,555,18,1686.78,327.59
2026-08-08,North,Email,246,28,2617.18,101.95
2026-08-08,North,Affiliate,322,11,1145.94,200.08
2026-08-08,West,Search,455,25,2171.11,384.2
2026-08-08,West,Social,480,22,1982.02,322.15
2026-08-08,West,Email,246,26,2232.58,101.01
2026-08-08,West,Affiliate,328,22,1874.5,194.39
2026-08-09,East,Search,604,28,2819.41,387.19
2026-08-09,East,Social,649,22,1855.14,345.05
2026-08-09,East,Email,361,29,2745.98,101.54
2026-08-09,East,Affiliate,371,25,2103.54,198.84
2026-08-09,South,Search,507,34,3121.45,404.29
2026-08-09,South,Social,609,19,1645.47,332.93
2026-08-09,South,Email,282,28,2606.8,107.54
2026-08-09,South,Affiliate,385,31,2855.81,199.41
2026-08-09,North,Search,454,32,2642.88,403.3
2026-08-09,North,Social,552,12,1213.43,326.77
2026-08-09,North,Email,286,28,2542.21,99.99
2026-08-09,North,Affiliate,373,24,1792.25,191.09
2026-08-09,West,Search,439,25,2330.82,402.54
2026-08-09,West,Social,520,14,1353.09,333.68
2026-08-09,West,Email,260,27,2648.51,110.6
2026-08-09,West,Affiliate,298,17,1554.27,203.91
2026-08-10,East,Search,553,26,2101.36,404.5
2026-08-10,East,Social,654,26,2243.83,330.86
2026-08-10,East,Email,329,29,3050.58,99.18
2026-08-10,East,Affiliate,410,26,2367.9,201.81
2026-08-10,South,Search,526,33,3291.59,401.2
2026-08-10,South,Social,590,22,2064.94,342.15
2026-08-10,South,Email,281,32,3320.29,103.53
2026-08-10,South,Affiliate,351,17,1434.24,197.16
2026-08-10,North,Search,461,29,2860.68,392.78
2026-08-10,North,Social,603,30,2535.54,343.13
2026-08-10,North,Email,263,26,2024.6,103.5
2026-08-10,North,Affiliate,348,19,1600.12,211.97
2026-08-10,West,Search,437,25,2250.64,400.22
2026-08-10,West,Social,486,17,1427.6,343.79
2026-08-10,West,Email,249,17,1666.21,104.0
2026-08-10,West,Affiliate,326,23,1923.44,208.46
2026-08-11,East,Search,638,35,3207.61,397.04
2026-08-11,East,Social,642,30,2420.28,312.02
2026-08-11,East,Email,324,32,2973.36,105.01
2026-08-11,East,Affiliate,405,23,1717.07,193.88
2026-08-11,South,Search,533,25,2459.13,376.39
2026-08-11,South,Social,530,15,1285.56,340.28
2026-08-11,South,Email,313,27,2407.86,103.8
2026-08-11,South,Affiliate,383,25,2470.72,197.4
2026-08-11,North,Search,461,28,2497.19,390.47
2026-08-11,North,Social,556,22,1830.71,339.99
2026-08-11,North,Email,275,33,2994.07,99.87
2026-08-11,North,Affiliate,329,24,2394.62,195.01
2026-08-11,West,Search,411,28,2429.99,390.6
2026-08-11,West,Social,484,14,1193.66,308.89
2026-08-11,West,Email,277,27,2240.91,109.07
2026-08-11,West,Affiliate,344,14,1184.2,191.14
2026-08-12,East,Search,565,24,2254.01,371.65
2026-08-12,East,Social,648,20,1973.55,313.32
2026-08-12,East,Email,341,35,3533.52,108.86
2026-08-12,East,Affiliate,423,28,2706.85,207.95
2026-08-12,South,Search,493,34,3180.65,371.13
2026-08-12,South,Social,593,19,1595.22,336.1
2026-08-12,South,Email,303,32,3346.58,100.21
2026-08-12,South,Affiliate,374,35,3573.94,199.58
2026-08-12,North,Search,511,31,2925.59,368.23
2026-08-12,North,Social,514,19,1796.37,344.41
2026-08-12,North,Email,262,22,2215.21,107.21
2026-08-12,North,Affiliate,333,21,1643.35,189.83
2026-08-12,West,Search,438,18,1691.49,387.85
2026-08-12,West,Social,492,20,1944.57,319.73
2026-08-12,West,Email,269,26,2393.42,100.18
2026-08-12,West,Affiliate,334,20,1886.9,192.92
2026-08-13,East,Search,600,41,3604.48,371.73
2026-08-13,East,Social,608,24,2099.63,326.38
2026-08-13,East,Email,323,26,1946.11,101.08
2026-08-13,East,Affiliate,406,24,2101.65,207.44
2026-08-13,South,Search,518,27,2794.97,399.22
2026-08-13,South,Social,607,24,2152.98,333.26
2026-08-13,South,Email,296,29,2670.7,104.88
2026-08-13,South,Affiliate,354,32,2873.53,206.21
2026-08-13,North,Search,447,33,3081.85,370.8
2026-08-13,North,Social,587,23,2048.09,320.69
2026-08-13,North,Email,251,22,1940.2,102.84
2026-08-13,North,Affiliate,377,25,2308.39,198.74
2026-08-13,West,Search,431,27,2487.84,364.94
2026-08-13,West,Social,502,19,1783.64,330.09
2026-08-13,West,Email,234,26,2370.37,101.19
2026-08-13,West,Affiliate,320,16,1406.04,193.82
2026-08-14,East,Search,598,30,2679.85,368.64
2026-08-14,East,Social,656,26,2265.34,319.56
2026-08-14,East,Email,374,32,2768.03,108.11
2026-08-14,East,Affiliate,398,38,3790.32,196.17
2026-08-14,South,Search,508,29,2496.95,358.84
2026-08-14,South,Social,560,21,2060.8,309.05
2026-08-14,South,Email,346,37,3179.92,103.33
2026-08-14,South,Affiliate,352,28,2515.45,193.57
2026-08-14,North,Search,534,27,2518.4,384.12
2026-08-14,North,Social,535,17,1600.01,344.6
2026-08-14,North,Email,297,35,3797.31,101.72
2026-08-14,North,Affiliate,310,22,1930.35,208.29
2026-08-14,West,Search,423,31,2762.86,375.69
2026-08-14,West,Social,496,13,1199.74,333.01
2026-08-14,West,Email,271,22,2023.75,109.13
2026-08-14,West,Affiliate,290,12,1079.6,209.07
2026-08-15,East,Search,655,36,3299.12,393.58
2026-08-15,East,Social,786,34,3118.92,311.07
2026-08-15,East,Email,411,45,3589.62,102.25
2026-08-15,East,Affiliate,489,31,2996.78,201.15
2026-08-15,South,Search,564,34,3024.02,376.22
2026-08-15,South,Social,690,26,2377.33,316.65
2026-08-15,South,Email,325,34,3024.27,100.75
2026-08-15,South,Affiliate,431,39,4413.62,203.72
2026-08-15,North,Search,563,30,2312.75,393.08
2026-08-15,North,Social,629,20,1640.0,324.63
2026-08-15,North,Email,321,31,2346.57,99.17
2026-08-15,North,Affiliate,384,24,1842.57,208.25
2026-08-15,West,Search,504,30,2546.86,378.28
2026-08-15,West,Social,588,23,2405.01,329.85
2026-08-15,West,Email,290,31,2828.96,99.23
2026-08-15,West,Affiliate,366,18,1531.79,193.91
2026-08-16,East,Search,581,24,2158.16,370.76
2026-08-16,East,Social,664,23,2331.89,311.19
2026-08-16,East,Email,338,28,2440.63,107.35
2026-08-16,East,Affiliate,386,30,2764.73,204.68
2026-08-16,South,Search,544,37,3355.48,385.35
2026-08-16,South,Social,574,16,1460.86,319.92
2026-08-16,South,Email,280,35,2899.0,101.67
2026-08-16,South,Affiliate,324,20,1850.97,195.58
2026-08-16,North,Search,470,27,2127.57,383.69
2026-08-16,North,Social,516,18,1853.93,328.33
2026-08-16,North,Email,251,33,2728.39,101.01
2026-08-16,North,Affiliate,330,21,1764.65,193.5
2026-08-16,West,Search,458,27,2580.64,380.98
2026-08-16,West,Social,542,23,1930.65,319.44
2026-08-16,West,Email,237,22,1985.31,108.51
2026-08-16,West,Affiliate,318,19,1815.17,194.0
2026-08-17,East,Search,566,35,3219.32,365.28
2026-08-17,East,Social,647,25,2500.36,321.35
2026-08-17,East,Email,308,23,2074.14,98.05
2026-08-17,East,Affiliate,388,25,2424.55,207.79
2026-08-17,South,Search,531,29,2814.87,378.81
2026-08-17,South,Social,585,24,2375.2,312.83
2026-08-17,South,Email,314,17,1587.85,106.68
2026-08-17,South,Affiliate,375,16,1356.62,189.87
2026-08-17,North,Search,487,28,2320.7,381.93
2026-08-17,North,Social,527,23,2212.68,328.67
2026-08-17,North,Email,258,17,1600.29,107.27
2026-08-17,North,Affiliate,352,28,2610.87,201.58
2026-08-17,West,Search,399,28,2201.55,394.86
2026-08-17,West,Social,521,28,2334.7,332.45
2026-08-17,West,Email,248,31,2837.77,102.34
2026-08-17,West,Affiliate,316,29,2786.77,196.93
2026-08-18,East,Search,577,36,3647.26,384.76
2026-08-18,East,Social,651,22,2321.57,325.15
2026-08-18,East,Email,300,19,1372.54,103.43
2026-08-18,East,Affiliate,380,27,2557.0,187.54
2026-08-18,South,Search,486,30,2876.95,393.3
2026-08-18,South,Social,542,20,1735.2,320.7
2026-08-18,South,Email,277,15,1256.0,107.11
2026-08-18,South,Affiliate,370,26,2064.38,202.32
2026-08-18,North,Search,468,29,2519.86,389.46
2026-08-18,North,Social,536,18,1527.53,304.35
2026-08-18,North,Email,279,33,3460.25,98.71
2026-08-18,North,Affiliate,345,22,2056.18,197.27
2026-08-18,West,Search,431,27,2496.32,377.98
2026-08-18,West,Social,490,21,1612.02,319.95
2026-08-18,West,Email,228,21,1754.02,103.23
2026-08-18,West,Affiliate,303,17,1447.25,195.68
2026-08-19,East,Search,538,28,1898.14,358.85
2026-08-19,East,Social,600,22,2070.33,334.17
2026-08-19,East,Email,333,30,2580.96,103.99
2026-08-19,East,Affiliate,421,26,2301.45,187.7
2026-08-19,South,Search,496,33,2988.74,389.46
2026-08-19,South,Social,568,19,1590.5,323.1
2026-08-19,South,Email,290,23,2193.69,101.83
2026-08-19,South,Affiliate,375,20,1835.4,196.53
2026-08-19,North,Search,439,29,2135.17,354.77
2026-08-19,North,Social,516,21,1818.62,334.25
2026-08-19,North,Email,282,20,1888.69,98.27
2026-08-19,North,Affiliate,347,20,1758.73,189.99
2026-08-19,West,Search,420,27,2484.61,391.22
2026-08-19,West,Social,458,14,1442.24,328.38
2026-08-19,West,Email,238,14,1161.39,97.97
2026-08-19,West,Affiliate,291,15,1323.29,207.98
2026-08-20,East,Search,600,33,2667.01,382.26
2026-08-20,East,Social,667,27,2540.12,311.71
2026-08-20,East,Email,308,24,2241.79,97.14
2026-08-20,East,Affiliate,412,22,1922.06,202.22
2026-08-20,South,Search,537,28,2624.98,370.86
2026-08-20,South,Social,566,19,2081.95,324.05
2026-08-20,South,Email,300,26,2232.05,102.38
2026-08-20,South,Affiliate,359,25,2500.97,203.61
2026-08-20,North,Search,482,33,2863.33,390.63
2026-08-20,North,Social,481,13,1039.48,312.19
2026-08-20,North,Email,285,32,2657.25,99.09
2026-08-20,North,Affiliate,329,27,2604.33,204.0
2026-08-20,West,Search,413,21,1687.44,364.64
2026-08-20,West,Social,467,17,1452.81,317.26
2026-08-20,West,Email,225,32,2521.97,102.48
2026-08-20,West,Affiliate,303,24,2144.43,191.05
2026-08-21,East,Search,557,28,2207.46,375.29
2026-08-21,East,Social,657,20,1908.21,336.03
2026-08-21,East,Email,340,33,3003.12,100.05
2026-08-21,East,Affiliate,425,28,2900.68,185.43
2026-08-21,South,Search,518,24,1716.03,373.25
2026-08-21,South,Social,560,13,1255.47,309.01
2026-08-21,South,Email,274,27,1927.63,105.12
2026-08-21,South,Affiliate,354,30,2655.79,193.66
2026-08-21,North,Search,474,34,3011.37,388.27
2026-08-21,North,Social,513,12,931.7,318.79
2026-08-21,North,Email,278,29,2475.91,106.11
2026-08-21,North,Affiliate,313,19,2056.07,194.99
2026-08-21,West,Search,417,20,2115.11,359.38
2026-08-21,West,Social,473,21,1644.31,321.52
2026-08-21,West,Email,244,27,2459.27,107.51
2026-08-21,West,Affiliate,315,16,1372.37,205.25
2026-08-22,East,Search,579,28,2526.85,384.85
2026-08-22,East,Social,646,29,2896.68,302.12
2026-08-22,East,Email,324,37,3355.81,96.51
2026-08-22,East,Affiliate,414,25,2508.26,185.33
2026-08-22,South,Search,496,28,2641.08,391.85
2026-08-22,South,Social,549,23,2288.96,332.75
2026-08-22,South,Email,288,29,3067.52,99.21
2026-08-22,South,Affiliate,360,22,1850.6,207.53
2026-08-22,North,Search,482,33,3147.28,352.33
2026-08-22,North,Social,526,19,1992.1,329.82
2026-08-22,North,Email,260,27,2388.7,103.01
2026-08-22,North,Affiliate,351,27,2175.33,186.81
2026-08-22,West,Search,445,26,2115.87,371.93
2026-08-22,West,Social,518,13,1154.55,328.24
2026-08-22,West,Email,266,27,2370.44,103.56
2026-08-22,West,Affiliate,303,32,2968.29,201.04
2026-08-23,East,Search,576,27,2830.55,359.78
2026-08-23,East,Social,628,22,2056.06,303.64
2026-08-23,East,Email,327,24,2310.05,107.39
2026-08-23,East,Affiliate,427,24,2221.95,198.56
2026-08-23,South,Search,489,29,2823.49,365.78
2026-08-23,South,Social,580,21,2118.6,326.89
2026-08-23,South,Email,297,23,2247.53,100.04
2026-08-23,South,Affiliate,390,23,2717.59,201.81
2026-08-23,North,Search,441,34,2861.49,359.96
2026-08-23,North,Social,541,32,3040.77,317.54
2026-08-23,North,Email,240,20,1826.39,103.05
2026-08-23,North,Affiliate,302,16,1426.61,188.45
2026-08-23,West,Search,446,25,2423.55,354.31
2026-08-23,West,Social,495,14,1286.56,311.59
2026-08-23,West,Email,269,24,2228.97,104.25
